"cid_hex","glyph","uname"
"u/1c6e","ᱮ","ol chiki letter le"
"u/1c6f","ᱯ","ol chiki letter ep"
"u/1c70","ᱰ","ol chiki letter edd"
"u/1c71","ᱱ","ol chiki letter en"
"u/1c72","ᱲ","ol chiki letter err"
"u/1c73","ᱳ","ol chiki letter lo"
"u/1c74","ᱴ","ol chiki letter ott"
"u/1c75","ᱵ","ol chiki letter ob"
"u/1c76","ᱶ","ol chiki letter ov"
"u/1c77","ᱷ","ol chiki letter oh"
"u/1c78","ᱸ","ol chiki mu ttuddag"
"u/1c79","ᱹ","ol chiki gaahlaa ttuddaag"
"u/1c7a","ᱺ","ol chiki mu-gaahlaa ttuddaag"
"u/1c7b","ᱻ","ol chiki relaa"
"u/1c7c","ᱼ","ol chiki phaarkaa"
"u/1c7d","ᱽ","ol chiki ahad"
"u/1c7e","᱾","ol chiki punctuation mucaad"
"u/1c7f","᱿","ol chiki punctuation double mucaad"
"u/1cc0","᳀","sundanese punctuation bindu surya"
"u/1cc1","᳁","sundanese punctuation bindu panglong"
"u/1cc2","᳂","sundanese punctuation bindu purnama"
"u/1cc3","᳃","sundanese punctuation bindu cakra"
"u/1cc4","᳄","sundanese punctuation bindu leu satanga"
"u/1cc5","᳅","sundanese punctuation bindu ka satanga"
"u/1cc6","᳆","sundanese punctuation bindu da satanga"
"u/1cc7","᳇","sundanese punctuation bindu ba satanga"
"u/1cd0","᳐","vedic tone karshana"
"u/1cd1","᳑","vedic tone shara"
"u/1cd2","᳒","vedic tone prenkha"
"u/1cd3","᳓","vedic sign nihshvasa"
"u/1cd4","᳔","vedic sign yajurvedic midline svarita"
"u/1cd5","᳕","vedic tone yajurvedic aggravated independent svarita"
"u/1cd6","᳖","vedic tone yajurvedic independent svarita"
"u/1cd7","᳗","vedic tone yajurvedic kathaka independent svarita"
"u/1cd8","᳘","vedic tone candra below"
"u/1cd9","᳙","vedic tone yajurvedic kathaka independent svarita schroeder"
"u/1cda","᳚","vedic tone double svarita"
"u/1cdb","᳛","vedic tone triple svarita"
"u/1cdc","᳜","vedic tone kathaka anudatta"
"u/1cdd","᳝","vedic tone dot below"
"u/1cde","᳞","vedic tone two dots below"
"u/1cdf","᳟","vedic tone three dots below"
"u/1ce0","᳠","vedic tone rigvedic kashmiri independent svarita"
"u/1ce1","᳡","vedic tone atharvavedic independent svarita"
"u/1ce2","᳢","vedic sign visarga svarita"
"u/1ce3","᳣","vedic sign visarga udatta"
"u/1ce4","᳤","vedic sign reversed visarga udatta"
"u/1ce5","᳥","vedic sign visarga anudatta"
"u/1ce6","᳦","vedic sign reversed visarga anudatta"
"u/1ce7","᳧","vedic sign visarga udatta with tail"
"u/1ce8","᳨","vedic sign visarga anudatta with tail"
"u/1ce9","ᳩ","vedic sign anusvara antargomukha"
"u/1cea","ᳪ","vedic sign anusvara bahirgomukha"
"u/1ceb","ᳫ","vedic sign anusvara vamagomukha"
"u/1cec","ᳬ","vedic sign anusvara vamagomukha with tail"
"u/1ced","᳭","vedic sign tiryak"
"u/1cee","ᳮ","vedic sign hexiform long anusvara"
"u/1cef","ᳯ","vedic sign long anusvara"
"u/1cf0","ᳰ","vedic sign rthang long anusvara"
"u/1cf1","ᳱ","vedic sign anusvara ubhayato mukha"
"u/1cf2","ᳲ","vedic sign ardhavisarga"
"u/1cf3","ᳳ","vedic sign rotated ardhavisarga"
"u/1cf4","᳴","vedic tone candra above"
"u/1cf5","ᳵ","vedic sign jihvamuliya"
"u/1cf6","ᳶ","vedic sign upadhmaniya"
"u/1cf8","᳸","vedic tone ring above"
"u/1cf9","᳹","vedic tone double ring above"
"u/1d00","ᴀ","latin letter small capital a"
"u/1d01","ᴁ","latin letter small capital ae"
"u/1d02","ᴂ","latin small letter turned ae"
"u/1d03","ᴃ","latin letter small capital barred b"
"u/1d04","ᴄ","latin letter small capital c"
"u/1d05","ᴅ","latin letter small capital d"
"u/1d06","ᴆ","latin letter small capital eth"
"u/1d07","ᴇ","latin letter small capital e"
"u/1d08","ᴈ","latin small letter turned open e"
"u/1d09","ᴉ","latin small letter turned i"
"u/1d0a","ᴊ","latin letter small capital j"
"u/1d0b","ᴋ","latin letter small capital k"
"u/1d0c","ᴌ","latin letter small capital l with stroke"
"u/1d0d","ᴍ","latin letter small capital m"
"u/1d0e","ᴎ","latin letter small capital reversed n"
"u/1d0f","ᴏ","latin letter small capital o"
"u/1d10","ᴐ","latin letter small capital open o"
"u/1d11","ᴑ","latin small letter sideways o"
"u/1d12","ᴒ","latin small letter sideways open o"
"u/1d13","ᴓ","latin small letter sideways o with stroke"
"u/1d14","ᴔ","latin small letter turned oe"
"u/1d15","ᴕ","latin letter small capital ou"
"u/1d16","ᴖ","latin small letter top half o"
"u/1d17","ᴗ","latin small letter bottom half o"
"u/1d18","ᴘ","latin letter small capital p"
"u/1d19","ᴙ","latin letter small capital reversed r"
"u/1d1a","ᴚ","latin letter small capital turned r"
"u/1d1b","ᴛ","latin letter small capital t"
"u/1d1c","ᴜ","latin letter small capital u"
"u/1d1d","ᴝ","latin small letter sideways u"
"u/1d1e","ᴞ","latin small letter sideways diaeresized u"
"u/1d1f","ᴟ","latin small letter sideways turned m"
"u/1d20","ᴠ","latin letter small capital v"
"u/1d21","ᴡ","latin letter small capital w"
"u/1d22","ᴢ","latin letter small capital z"
"u/1d23","ᴣ","latin letter small capital ezh"
"u/1d24","ᴤ","latin letter voiced laryngeal spirant"
"u/1d25","ᴥ","latin letter ain"
"u/1d26","ᴦ","greek letter small capital gamma"
"u/1d27","ᴧ","greek letter small capital lamda"
"u/1d28","ᴨ","greek letter small capital pi"
"u/1d29","ᴩ","greek letter small capital rho"
"u/1d2a","ᴪ","greek letter small capital psi"
"u/1d2b","ᴫ","cyrillic letter small capital el"
"u/1d2c","ᴬ","modifier letter capital a"
"u/1d2d","ᴭ","modifier letter capital ae"
"u/1d2e","ᴮ","modifier letter capital b"
"u/1d2f","ᴯ","modifier letter capital barred b"
"u/1d30","ᴰ","modifier letter capital d"
"u/1d31","ᴱ","modifier letter capital e"
"u/1d32","ᴲ","modifier letter capital reversed e"
"u/1d33","ᴳ","modifier letter capital g"
"u/1d34","ᴴ","modifier letter capital h"
"u/1d35","ᴵ","modifier letter capital i"
"u/1d36","ᴶ","modifier letter capital j"
"u/1d37","ᴷ","modifier letter capital k"
"u/1d38","ᴸ","modifier letter capital l"
"u/1d39","ᴹ","modifier letter capital m"
"u/1d3a","ᴺ","modifier letter capital n"
"u/1d3b","ᴻ","modifier letter capital reversed n"
"u/1d3c","ᴼ","modifier letter capital o"
"u/1d3d","ᴽ","modifier letter capital ou"
"u/1d3e","ᴾ","modifier letter capital p"
"u/1d3f","ᴿ","modifier letter capital r"
"u/1d40","ᵀ","modifier letter capital t"
"u/1d41","ᵁ","modifier letter capital u"
"u/1d42","ᵂ","modifier letter capital w"
"u/1d43","ᵃ","modifier letter small a"
"u/1d44","ᵄ","modifier letter small turned a"
"u/1d45","ᵅ","modifier letter small alpha"
"u/1d46","ᵆ","modifier letter small turned ae"
"u/1d47","ᵇ","modifier letter small b"
"u/1d48","ᵈ","modifier letter small d"
"u/1d49","ᵉ","modifier letter small e"
"u/1d4a","ᵊ","modifier letter small schwa"
"u/1d4b","ᵋ","modifier letter small open e"
"u/1d4c","ᵌ","modifier letter small turned open e"
"u/1d4d","ᵍ","modifier letter small g"
"u/1d4e","ᵎ","modifier letter small turned i"
"u/1d4f","ᵏ","modifier letter small k"
"u/1d50","ᵐ","modifier letter small m"
"u/1d51","ᵑ","modifier letter small eng"
"u/1d52","ᵒ","modifier letter small o"
"u/1d53","ᵓ","modifier letter small open o"
"u/1d54","ᵔ","modifier letter small top half o"
"u/1d55","ᵕ","modifier letter small bottom half o"
"u/1d56","ᵖ","modifier letter small p"
"u/1d57","ᵗ","modifier letter small t"
"u/1d58","ᵘ","modifier letter small u"
"u/1d59","ᵙ","modifier letter small sideways u"
"u/1d5a","ᵚ","modifier letter small turned m"
"u/1d5b","ᵛ","modifier letter small v"
"u/1d5c","ᵜ","modifier letter small ain"
"u/1d5d","ᵝ","modifier letter small beta"
"u/1d5e","ᵞ","modifier letter small greek gamma"
"u/1d5f","ᵟ","modifier letter small delta"
"u/1d60","ᵠ","modifier letter small greek phi"
"u/1d61","ᵡ","modifier letter small chi"
"u/1d62","ᵢ","latin subscript small letter i"
"u/1d63","ᵣ","latin subscript small letter r"
"u/1d64","ᵤ","latin subscript small letter u"
"u/1d65","ᵥ","latin subscript small letter v"
"u/1d66","ᵦ","greek subscript small letter beta"
"u/1d67","ᵧ","greek subscript small letter gamma"
"u/1d68","ᵨ","greek subscript small letter rho"
"u/1d69","ᵩ","greek subscript small letter phi"
"u/1d6a","ᵪ","greek subscript small letter chi"
"u/1d6b","ᵫ","latin small letter ue"
"u/1d6c","ᵬ","latin small letter b with middle tilde"
"u/1d6d","ᵭ","latin small letter d with middle tilde"
"u/1d6e","ᵮ","latin small letter f with middle tilde"
"u/1d6f","ᵯ","latin small letter m with middle tilde"
"u/1d70","ᵰ","latin small letter n with middle tilde"
"u/1d71","ᵱ","latin small letter p with middle tilde"
"u/1d72","ᵲ","latin small letter r with middle tilde"
"u/1d73","ᵳ","latin small letter r with fishhook and middle tilde"
"u/1d74","ᵴ","latin small letter s with middle tilde"
"u/1d75","ᵵ","latin small letter t with middle tilde"
"u/1d76","ᵶ","latin small letter z with middle tilde"
"u/1d77","ᵷ","latin small letter turned g"
"u/1d78","ᵸ","modifier letter cyrillic en"
"u/1d79","ᵹ","latin small letter insular g"
"u/1d7a","ᵺ","latin small letter th with strikethrough"
"u/1d7b","ᵻ","latin small capital letter i with stroke"
"u/1d7c","ᵼ","latin small letter iota with stroke"
"u/1d7d","ᵽ","latin small letter p with stroke"
"u/1d7e","ᵾ","latin small capital letter u with stroke"
"u/1d7f","ᵿ","latin small letter upsilon with stroke"
"u/1d80","ᶀ","latin small letter b with palatal hook"
"u/1d81","ᶁ","latin small letter d with palatal hook"
"u/1d82","ᶂ","latin small letter f with palatal hook"
"u/1d83","ᶃ","latin small letter g with palatal hook"
"u/1d84","ᶄ","latin small letter k with palatal hook"
"u/1d85","ᶅ","latin small letter l with palatal hook"
"u/1d86","ᶆ","latin small letter m with palatal hook"
"u/1d87","ᶇ","latin small letter n with palatal hook"
"u/1d88","ᶈ","latin small letter p with palatal hook"
"u/1d89","ᶉ","latin small letter r with palatal hook"
"u/1d8a","ᶊ","latin small letter s with palatal hook"
"u/1d8b","ᶋ","latin small letter esh with palatal hook"
"u/1d8c","ᶌ","latin small letter v with palatal hook"
"u/1d8d","ᶍ","latin small letter x with palatal hook"
"u/1d8e","ᶎ","latin small letter z with palatal hook"
"u/1d8f","ᶏ","latin small letter a with retroflex hook"
"u/1d90","ᶐ","latin small letter alpha with retroflex hook"
"u/1d91","ᶑ","latin small letter d with hook and tail"
"u/1d92","ᶒ","latin small letter e with retroflex hook"
"u/1d93","ᶓ","latin small letter open e with retroflex hook"
"u/1d94","ᶔ","latin small letter reversed open e with retroflex hook"
"u/1d95","ᶕ","latin small letter schwa with retroflex hook"
"u/1d96","ᶖ","latin small letter i with retroflex hook"
"u/1d97","ᶗ","latin small letter open o with retroflex hook"
"u/1d98","ᶘ","latin small letter esh with retroflex hook"
"u/1d99","ᶙ","latin small letter u with retroflex hook"
"u/1d9a","ᶚ","latin small letter ezh with retroflex hook"
"u/1d9b","ᶛ","modifier letter small turned alpha"
"u/1d9c","ᶜ","modifier letter small c"
"u/1d9d","ᶝ","modifier letter small c with curl"
"u/1d9e","ᶞ","modifier letter small eth"
"u/1d9f","ᶟ","modifier letter small reversed open e"
"u/1da0","ᶠ","modifier letter small f"
"u/1da1","ᶡ","modifier letter small dotless j with stroke"
"u/1da2","ᶢ","modifier letter small script g"
"u/1da3","ᶣ","modifier letter small turned h"
"u/1da4","ᶤ","modifier letter small i with stroke"
"u/1da5","ᶥ","modifier letter small iota"
"u/1da6","ᶦ","modifier letter small capital i"
"u/1da7","ᶧ","modifier letter small capital i with stroke"
"u/1da8","ᶨ","modifier letter small j with crossed-tail"
"u/1da9","ᶩ","modifier letter small l with retroflex hook"
"u/1daa","ᶪ","modifier letter small l with palatal hook"
"u/1dab","ᶫ","modifier letter small capital l"
"u/1dac","ᶬ","modifier letter small m with hook"
"u/1dad","ᶭ","modifier letter small turned m with long leg"
"u/1dae","ᶮ","modifier letter small n with left hook"
"u/1daf","ᶯ","modifier letter small n with retroflex hook"
"u/1db0","ᶰ","modifier letter small capital n"
"u/1db1","ᶱ","modifier letter small barred o"
"u/1db2","ᶲ","modifier letter small phi"
"u/1db3","ᶳ","modifier letter small s with hook"
"u/1db4","ᶴ","modifier letter small esh"
"u/1db5","ᶵ","modifier letter small t with palatal hook"
"u/1db6","ᶶ","modifier letter small u bar"
"u/1db7","ᶷ","modifier letter small upsilon"
"u/1db8","ᶸ","modifier letter small capital u"
"u/1db9","ᶹ","modifier letter small v with hook"
"u/1dba","ᶺ","modifier letter small turned v"
"u/1dbb","ᶻ","modifier letter small z"
"u/1dbc","ᶼ","modifier letter small z with retroflex hook"
"u/1dbd","ᶽ","modifier letter small z with curl"
"u/1dbe","ᶾ","modifier letter small ezh"
"u/1dbf","ᶿ","modifier letter small theta"
"u/1dc0","᷀","combining dotted grave accent"
"u/1dc1","᷁","combining dotted acute accent"
"u/1dc2","᷂","combining snake below"
"u/1dc3","᷃","combining suspension mark"
"u/1dc4","᷄","combining macron-acute"
"u/1dc5","᷅","combining grave-macron"
"u/1dc6","᷆","combining macron-grave"
"u/1dc7","᷇","combining acute-macron"
"u/1dc8","᷈","combining grave-acute-grave"
"u/1dc9","᷉","combining acute-grave-acute"
"u/1dca","᷊","combining latin small letter r below"
"u/1dcb","᷋","combining breve-macron"
"u/1dcc","᷌","combining macron-breve"
"u/1dcd","᷍","combining double circumflex above"
"u/1dce","᷎","combining ogonek above"
"u/1dcf","᷏","combining zigzag below"
"u/1dd0","᷐","combining is below"
"u/1dd1","᷑","combining ur above"
"u/1dd2","᷒","combining us above"
"u/1dd3","ᷓ","combining latin small letter flattened open a above"
"u/1dd4","ᷔ","combining latin small letter ae"
"u/1dd5","ᷕ","combining latin small letter ao"
"u/1dd6","ᷖ","combining latin small letter av"
"u/1dd7","ᷗ","combining latin small letter c cedilla"
"u/1dd8","ᷘ","combining latin small letter insular d"
"u/1dd9","ᷙ","combining latin small letter eth"
"u/1dda","ᷚ","combining latin small letter g"
"u/1ddb","ᷛ","combining latin letter small capital g"
"u/1ddc","ᷜ","combining latin small letter k"
"u/1ddd","ᷝ","combining latin small letter l"
"u/1dde","ᷞ","combining latin letter small capital l"
"u/1ddf","ᷟ","combining latin letter small capital m"
"u/1de0","ᷠ","combining latin small letter n"
"u/1de1","ᷡ","combining latin letter small capital n"
"u/1de2","ᷢ","combining latin letter small capital r"
"u/1de3","ᷣ","combining latin small letter r rotunda"
"u/1de4","ᷤ","combining latin small letter s"
"u/1de5","ᷥ","combining latin small letter long s"
"u/1de6","ᷦ","combining latin small letter z"
"u/1de7","ᷧ","combining latin small letter alpha"
"u/1de8","ᷨ","combining latin small letter b"
"u/1de9","ᷩ","combining latin small letter beta"
"u/1dea","ᷪ","combining latin small letter schwa"
"u/1deb","ᷫ","combining latin small letter f"
"u/1dec","ᷬ","combining latin small letter l with double middle tilde"
"u/1ded","ᷭ","combining latin small letter o with light centralization stroke"
"u/1dee","ᷮ","combining latin small letter p"
"u/1def","ᷯ","combining latin small letter esh"
"u/1df0","ᷰ","combining latin small letter u with light centralization stroke"
"u/1df1","ᷱ","combining latin small letter w"
"u/1df2","ᷲ","combining latin small letter a with diaeresis"
"u/1df3","ᷳ","combining latin small letter o with diaeresis"
"u/1df4","ᷴ","combining latin small letter u with diaeresis"
"u/1df5","᷵","combining up tack above"
"u/1dfc","᷼","combining double inverted breve below"
"u/1dfd","᷽","combining almost equal to below"
"u/1dfe","᷾","combining left arrowhead above"
"u/1dff","᷿","combining right arrowhead and down arrowhead below"
"u/1e00","Ḁ","latin capital letter a with ring below"
"u/1e01","ḁ","latin small letter a with ring below"
"u/1e02","Ḃ","latin capital letter b with dot above"
"u/1e03","ḃ","latin small letter b with dot above"
"u/1e04","Ḅ","latin capital letter b with dot below"
"u/1e05","ḅ","latin small letter b with dot below"
"u/1e06","Ḇ","latin capital letter b with line below"
"u/1e07","ḇ","latin small letter b with line below"
"u/1e08","Ḉ","latin capital letter c with cedilla and acute"
"u/1e09","ḉ","latin small letter c with cedilla and acute"
"u/1e0a","Ḋ","latin capital letter d with dot above"
"u/1e0b","ḋ","latin small letter d with dot above"
"u/1e0c","Ḍ","latin capital letter d with dot below"
"u/1e0d","ḍ","latin small letter d with dot below"
"u/1e0e","Ḏ","latin capital letter d with line below"
"u/1e0f","ḏ","latin small letter d with line below"
"u/1e10","Ḑ","latin capital letter d with cedilla"
"u/1e11","ḑ","latin small letter d with cedilla"
"u/1e12","Ḓ","latin capital letter d with circumflex below"
"u/1e13","ḓ","latin small letter d with circumflex below"
"u/1e14","Ḕ","latin capital letter e with macron and grave"
"u/1e15","ḕ","latin small letter e with macron and grave"
"u/1e16","Ḗ","latin capital letter e with macron and acute"
"u/1e17","ḗ","latin small letter e with macron and acute"
"u/1e18","Ḙ","latin capital letter e with circumflex below"
"u/1e19","ḙ","latin small letter e with circumflex below"
"u/1e1a","Ḛ","latin capital letter e with tilde below"
"u/1e1b","ḛ","latin small letter e with tilde below"
"u/1e1c","Ḝ","latin capital letter e with cedilla and breve"
"u/1e1d","ḝ","latin small letter e with cedilla and breve"
"u/1e1e","Ḟ","latin capital letter f with dot above"
"u/1e1f","ḟ","latin small letter f with dot above"
"u/1e20","Ḡ","latin capital letter g with macron"
"u/1e21","ḡ","latin small letter g with macron"
"u/1e22","Ḣ","latin capital letter h with dot above"
"u/1e23","ḣ","latin small letter h with dot above"
"u/1e24","Ḥ","latin capital letter h with dot below"
"u/1e25","ḥ","latin small letter h with dot below"
"u/1e26","Ḧ","latin capital letter h with diaeresis"
"u/1e27","ḧ","latin small letter h with diaeresis"
"u/1e28","Ḩ","latin capital letter h with cedilla"
"u/1e29","ḩ","latin small letter h with cedilla"
"u/1e2a","Ḫ","latin capital letter h with breve below"
"u/1e2b","ḫ","latin small letter h with breve below"
"u/1e2c","Ḭ","latin capital letter i with tilde below"
"u/1e2d","ḭ","latin small letter i with tilde below"
"u/1e2e","Ḯ","latin capital letter i with diaeresis and acute"
"u/1e2f","ḯ","latin small letter i with diaeresis and acute"
"u/1e30","Ḱ","latin capital letter k with acute"
"u/1e31","ḱ","latin small letter k with acute"
"u/1e32","Ḳ","latin capital letter k with dot below"
"u/1e33","ḳ","latin small letter k with dot below"
"u/1e34","Ḵ","latin capital letter k with line below"
"u/1e35","ḵ","latin small letter k with line below"
"u/1e36","Ḷ","latin capital letter l with dot below"
"u/1e37","ḷ","latin small letter l with dot below"
"u/1e38","Ḹ","latin capital letter l with dot below and macron"
"u/1e39","ḹ","latin small letter l with dot below and macron"
"u/1e3a","Ḻ","latin capital letter l with line below"
"u/1e3b","ḻ","latin small letter l with line below"
"u/1e3c","Ḽ","latin capital letter l with circumflex below"
"u/1e3d","ḽ","latin small letter l with circumflex below"
"u/1e3e","Ḿ","latin capital letter m with acute"
"u/1e3f","ḿ","latin small letter m with acute"
"u/1e40","Ṁ","latin capital letter m with dot above"
"u/1e41","ṁ","latin small letter m with dot above"
"u/1e42","Ṃ","latin capital letter m with dot below"
"u/1e43","ṃ","latin small letter m with dot below"
"u/1e44","Ṅ","latin capital letter n with dot above"
"u/1e45","ṅ","latin small letter n with dot above"
"u/1e46","Ṇ","latin capital letter n with dot below"
"u/1e47","ṇ","latin small letter n with dot below"
"u/1e48","Ṉ","latin capital letter n with line below"
"u/1e49","ṉ","latin small letter n with line below"
"u/1e4a","Ṋ","latin capital letter n with circumflex below"
"u/1e4b","ṋ","latin small letter n with circumflex below"
"u/1e4c","Ṍ","latin capital letter o with tilde and acute"
"u/1e4d","ṍ","latin small letter o with tilde and acute"
"u/1e4e","Ṏ","latin capital letter o with tilde and diaeresis"
"u/1e4f","ṏ","latin small letter o with tilde and diaeresis"
"u/1e50","Ṑ","latin capital letter o with macron and grave"
"u/1e51","ṑ","latin small letter o with macron and grave"
"u/1e52","Ṓ","latin capital letter o with macron and acute"
"u/1e53","ṓ","latin small letter o with macron and acute"
"u/1e54","Ṕ","latin capital letter p with acute"
"u/1e55","ṕ","latin small letter p with acute"
"u/1e56","Ṗ","latin capital letter p with dot above"
"u/1e57","ṗ","latin small letter p with dot above"
"u/1e58","Ṙ","latin capital letter r with dot above"
"u/1e59","ṙ","latin small letter r with dot above"
"u/1e5a","Ṛ","latin capital letter r with dot below"
"u/1e5b","ṛ","latin small letter r with dot below"
"u/1e5c","Ṝ","latin capital letter r with dot below and macron"
"u/1e5d","ṝ","latin small letter r with dot below and macron"
"u/1e5e","Ṟ","latin capital letter r with line below"
"u/1e5f","ṟ","latin small letter r with line below"
"u/1e60","Ṡ","latin capital letter s with dot above"
"u/1e61","ṡ","latin small letter s with dot above"
"u/1e62","Ṣ","latin capital letter s with dot below"
"u/1e63","ṣ","latin small letter s with dot below"
"u/1e64","Ṥ","latin capital letter s with acute and dot above"
"u/1e65","ṥ","latin small letter s with acute and dot above"
"u/1e66","Ṧ","latin capital letter s with caron and dot above"
