iclabel,glyph,strokeorder,strokecount
A:ucxb--:026642:𦙂,𦙂,1324253434,10
A:ucxb--:026643:𦙃,𦙃,25152511,8
A:ucxb--:026643:𦙃,𦙃,25153541,8
A:ucxb--:026644:𦙄,𦙄,34522511,8
A:ucxb--:026644:𦙄,𦙄,34523541,8
A:ucxb--:026645:𦙅,𦙅,35114513,8
A:ucxb--:026645:𦙅,𦙅,35413513,8
A:ucxb--:026646:𦙆,𦙆,35113515,8
A:ucxb--:026646:𦙆,𦙆,35413515,8
A:ucxb--:026647:𦙇,𦙇,35112511,8
A:ucxb--:026647:𦙇,𦙇,35413511,8
A:ucxb--:026648:𦙈,𦙈,35113512,8
A:ucxb--:026648:𦙈,𦙈,35413512,8
A:ucxb--:026649:𦙉,𦙉,35115435,8
A:ucxb--:026649:𦙉,𦙉,35415435,8
A:ucxb--:02664a:𦙊,𦙊,43342511,8
A:ucxb--:02664a:𦙊,𦙊,43343541,8
A:ucxb--:02664b:𦙋,𦙋,35113135,8
A:ucxb--:02664b:𦙋,𦙋,35413135,8
A:ucxb--:02664c:𦙌,𦙌,55425115,8
A:ucxb--:02664d:𦙍,𦙍,35542511,8
A:ucxb--:02664d:𦙍,𦙍,35543541,8
A:ucxb--:02664e:𦙎,𦙎,45212511,8
A:ucxb--:02664f:𦙏,𦙏,35112525,8
A:ucxb--:026650:𦙐,𦙐,35113415,8
A:ucxb--:026650:𦙐,𦙐,35413415,8
A:ucxb--:026651:𦙑,𦙑,35332511,8
A:ucxb--:026651:𦙑,𦙑,35333541,8
A:ucxb--:026652:𦙒,𦙒,35114412,8
A:ucxb--:026652:𦙒,𦙒,35414412,8
A:ucxb--:026653:𦙓,𦙓,35111354,8
A:ucxb--:026653:𦙓,𦙓,35411354,8
A:ucxb--:026654:𦙔,𦙔,34432511,8
A:ucxb--:026654:𦙔,𦙔,34433541,8
A:ucxb--:026655:𦙕,𦙕,35113453,8
A:ucxb--:026655:𦙕,𦙕,35413553,8
A:ucxb--:026656:𦙖,𦙖,11343541,8
A:ucxb--:026656:𦙖,𦙖,31342511,8
A:ucxb--:026657:𦙗,𦙗,35111251,8
A:ucxb--:026658:𦙘,𦙘,35111554,8
A:ucxb--:026658:𦙘,𦙘,35411554,8
A:ucxb--:026659:𦙙,𦙙,35112534,8
A:ucxb--:02665a:𦙚,𦙚,31133511,8
A:ucxb--:02665b:𦙛,𦙛,35111255,8
A:ucxb--:02665b:𦙛,𦙛,35413255,8
A:ucxb--:02665c:𦙜,𦙜,35113355,8
A:ucxb--:02665c:𦙜,𦙜,35413355,8
A:ucxb--:02665d:𦙝,𦙝,35113412,8
A:ucxb--:02665e:𦙞,𦙞,35113452,8
A:ucxb--:02665f:𦙟,𦙟,41342511,8
A:ucxb--:02665f:𦙟,𦙟,41343541,8
A:ucxb--:026660:𦙠,𦙠,35115151,8
A:ucxb--:026660:𦙠,𦙠,35415151,8
A:ucxb--:026661:𦙡,𦙡,2121253434,10
A:ucxb--:026662:𦙢,𦙢,2534345152,10
A:ucxb--:026663:𦙣,𦙣,35111234,8
A:ucxb--:026664:𦙤,𦙤,35113115,8
A:ucxb--:026665:𦙥,𦙥,35115215,8
A:ucxb--:026666:𦙦,𦙦,35114544,8
A:ucxb--:026667:𦙧,𦙧,2534342343,10
A:ucxb--:026668:𦙨,𦙨,35115152,8
A:ucxb--:026668:𦙨,𦙨,35415152,8
A:ucxb--:026669:𦙩,𦙩,1213253434,10
A:ucxb--:02666a:𦙪,𦙪,351132511,9
A:ucxb--:02666a:𦙪,𦙪,451132511,9
A:ucxb--:02666b:𦙫,𦙫,351112121,9
A:ucxb--:02666b:𦙫,𦙫,354112121,9
A:ucxb--:02666c:𦙬,𦙬,351152134,9
A:ucxb--:02666c:𦙬,𦙬,354152134,9
A:ucxb--:02666d:𦙭,𦙭,351135444,9
A:ucxb--:02666d:𦙭,𦙭,354135444,9
A:ucxb--:02666e:𦙮,𦙮,351144534,9
A:ucxb--:02666e:𦙮,𦙮,354144534,9
A:ucxb--:02666f:𦙯,𦙯,321542511,9
A:ucxb--:02666f:𦙯,𦙯,321543541,9
A:ucxb--:026670:𦙰,𦙰,351132121,9
A:ucxb--:026670:𦙰,𦙰,354132121,9
A:ucxb--:026671:𦙱,𦙱,351125221,9
A:ucxb--:026671:𦙱,𦙱,354125221,9
A:ucxb--:026672:𦙲,𦙲,53251253434,11
A:ucxb--:026673:𦙳,𦙳,351131234,9
A:ucxb--:026673:𦙳,𦙳,354131234,9
A:ucxb--:026674:𦙴,𦙴,351141121,9
A:ucxb--:026674:𦙴,𦙴,354141121,9
A:ucxb--:026675:𦙵,𦙵,354552511,9
A:ucxb--:026675:𦙵,𦙵,354553541,9
A:ucxb--:026676:𦙶,𦙶,351112251,9
A:ucxb--:026676:𦙶,𦙶,354112251,9
A:ucxb--:026677:𦙷,𦙷,351151335,9
A:ucxb--:026677:𦙷,𦙷,354151335,9
A:ucxb--:026678:𦙸,𦙸,351135112,9
A:ucxb--:026678:𦙸,𦙸,354135112,9
A:ucxb--:026679:𦙹,𦙹,351151334,9
A:ucxb--:026679:𦙹,𦙹,354151334,9
A:ucxb--:02667a:𦙺,𦙺,532512511,9
A:ucxb--:02667a:𦙺,𦙺,532513541,9
A:ucxb--:02667b:𦙻,𦙻,351114334,9
A:ucxb--:02667b:𦙻,𦙻,354114334,9
A:ucxb--:02667c:𦙼,𦙼,2121153541,10
A:ucxb--:02667c:𦙼,𦙼,2121352511,10
A:ucxb--:02667d:𦙽,𦙽,351135351,9
A:ucxb--:02667e:𦙾,𦙾,351154121,9
A:ucxb--:02667f:𦙿,𦙿,354125135,9
A:ucxb--:026680:𦚀,𦚀,351151254,9
A:ucxb--:026680:𦚀,𦚀,354151254,9
A:ucxb--:026681:𦚁,𦚁,351113454,9
A:ucxb--:026681:𦚁,𦚁,354113454,9
A:ucxb--:026682:𦚂,𦚂,351135454,9
A:ucxb--:026682:𦚂,𦚂,354135454,9
A:ucxb--:026683:𦚃,𦚃,351152235,9
A:ucxb--:026683:𦚃,𦚃,354152235,9
A:ucxb--:026684:𦚄,𦚄,351113412,9
A:ucxb--:026684:𦚄,𦚄,354113412,9
A:ucxb--:026685:𦚅,𦚅,354242511,9
A:ucxb--:026685:𦚅,𦚅,354243541,9
A:ucxb--:026686:𦚆,𦚆,25343453254,11
A:ucxb--:026687:𦚇,𦚇,54523253434,11
A:ucxb--:026688:𦚈,𦚈,351113251,9
A:ucxb--:026688:𦚈,𦚈,354113251,9
A:ucxb--:026689:𦚉,𦚉,134432511,9
A:ucxb--:026689:𦚉,𦚉,134433541,9
A:ucxb--:02668a:𦚊,𦚊,351125115,9
A:ucxb--:02668b:𦚋,𦚋,252212511,9
A:ucxb--:02668c:𦚌,𦚌,315132511,9
A:ucxb--:02668c:𦚌,𦚌,315133541,9
A:ucxb--:02668d:𦚍,𦚍,412342511,9
A:ucxb--:02668d:𦚍,𦚍,412343541,9
A:ucxb--:02668e:𦚎,𦚎,414313511,9
A:ucxb--:02668e:𦚎,𦚎,414313541,9
A:ucxb--:02668f:𦚏,𦚏,414312511,9
A:ucxb--:026690:𦚐,𦚐,351144535,9
A:ucxb--:026691:𦚑,𦚑,351133541,9
A:ucxb--:026691:𦚑,𦚑,451312511,9
A:ucxb--:026692:𦚒,𦚒,25343412154,11
A:ucxb--:026693:𦚓,𦚓,25343434112,11
A:ucxb--:026693:𦚓,𦚓,25343443112,11
A:ucxb--:026694:𦚔,𦚔,351153251,9
A:ucxb--:026694:𦚔,𦚔,354153251,9
A:ucxb--:026695:𦚕,𦚕,351112211,9
A:ucxb--:026696:𦚖,𦚖,35113454,8
A:ucxb--:026697:𦚗,𦚗,351112525,9
A:ucxb--:026698:𦚘,𦚘,32121253434,11
A:ucxb--:026699:𦚙,𦚙,34253434121,11
A:ucxb--:02669a:𦚚,𦚚,3511212135,10
A:ucxb--:02669a:𦚚,𦚚,3541212115,10
A:ucxb--:02669b:𦚛,𦚛,21354253434,11
A:ucxb--:02669c:𦚜,𦚜,354111234,9
A:ucxb--:02669d:𦚝,𦚝,3511412534,10
A:ucxb--:02669d:𦚝,𦚝,3541412534,10
A:ucxb--:02669e:𦚞,𦚞,3511111215,10
A:ucxb--:02669e:𦚞,𦚞,3541111215,10
A:ucxb--:02669f:𦚟,𦚟,35111225125,11
A:ucxb--:02669f:𦚟,𦚟,35411225125,11
A:ucxb--:0266a0:𦚠,𦚠,3511125125,10
A:ucxb--:0266a0:𦚠,𦚠,3541125125,10
A:ucxb--:0266a1:𦚡,𦚡,3511325221,10
A:ucxb--:0266a1:𦚡,𦚡,3541325221,10
A:ucxb--:0266a2:𦚢,𦚢,3511251135,10
A:ucxb--:0266a2:𦚢,𦚢,3541251115,10
A:ucxb--:0266a3:𦚣,𦚣,3511511534,10
A:ucxb--:0266a3:𦚣,𦚣,3541511534,10
A:ucxb--:0266a4:𦚤,𦚤,3511251134,10
A:ucxb--:0266a4:𦚤,𦚤,3541251134,10
A:ucxb--:0266a5:𦚥,𦚥,3511311252,10
A:ucxb--:0266a5:𦚥,𦚥,3541311252,10
A:ucxb--:0266a6:𦚦,𦚦,3511525341,10
A:ucxb--:0266a6:𦚦,𦚦,3541525341,10
A:ucxb--:0266a7:𦚧,𦚧,3511352511,10
A:ucxb--:0266a7:𦚧,𦚧,3541352511,10
A:ucxb--:0266a8:𦚨,𦚨,111253253434,12
A:ucxb--:0266a9:𦚩,𦚩,3511351234,10
A:ucxb--:0266a9:𦚩,𦚩,3541351234,10
A:ucxb--:0266aa:𦚪,𦚪,3511515132,10
A:ucxb--:0266aa:𦚪,𦚪,3541515132,10
A:ucxb--:0266ab:𦚫,𦚫,3511411134,10
A:ucxb--:0266ab:𦚫,𦚫,3541411134,10
A:ucxb--:0266ac:𦚬,𦚬,3511123412,10
A:ucxb--:0266ac:𦚬,𦚬,3541123412,10
A:ucxb--:0266ad:𦚭,𦚭,3511251214,10
A:ucxb--:0266ad:𦚭,𦚭,3541251214,10
A:ucxb--:0266ae:𦚮,𦚮,323121253434,12
A:ucxb--:0266af:𦚯,𦚯,3415425115,10
A:ucxb--:0266af:𦚯,𦚯,3541542511,10
A:ucxb--:0266b0:𦚰,𦚰,3511535353,10
A:ucxb--:0266b1:𦚱,𦚱,3511121335,10
A:ucxb--:0266b2:𦚲,𦚲,3511545211,10
A:ucxb--:0266b2:𦚲,𦚲,3541545211,10
A:ucxb--:0266b3:𦚳,𦚳,3511415435,10
A:ucxb--:0266b3:𦚳,𦚳,3541415435,10
A:ucxb--:0266b4:𦚴,𦚴,1221342511,10
A:ucxb--:0266b4:𦚴,𦚴,1221343541,10
A:ucxb--:0266b5:𦚵,𦚵,3511125351,10
A:ucxb--:0266b5:𦚵,𦚵,3541125351,10
A:ucxb--:0266b6:𦚶,𦚶,3412512511,10
A:ucxb--:0266b6:𦚶,𦚶,3412513541,10
A:ucxb--:0266b7:𦚷,𦚷,341251253434,12
A:ucxb--:0266b8:𦚸,𦚸,3511125111,10
A:ucxb--:0266b8:𦚸,𦚸,3541125111,10
A:ucxb--:0266b9:𦚹,𦚹,3511125441,10
A:ucxb--:0266ba:𦚺,𦚺,3511212154,10
A:ucxb--:0266ba:𦚺,𦚺,3541212154,10
A:ucxb--:0266bb:𦚻,𦚻,3511252211,10
A:ucxb--:0266bb:𦚻,𦚻,3541252211,10
A:ucxb--:0266bc:𦚼,𦚼,3511251221,10
A:ucxb--:0266bd:𦚽,𦚽,3511251515,10
A:ucxb--:0266bd:𦚽,𦚽,3541251515,10
A:ucxb--:0266be:𦚾,𦚾,4134522511,10
A:ucxb--:0266bf:𦚿,𦚿,3511431252,10
A:ucxb--:0266c0:𦛀,𦛀,3511433454,10
A:ucxb--:0266c1:𦛁,𦛁,3511555252,10
A:ucxb--:0266c1:𦛁,𦛁,3541555252,10
A:ucxb--:0266c2:𦛂,𦛂,254544253434,12
A:ucxb--:0266c3:𦛃,𦛃,253434354251,12
A:ucxb--:0266c4:𦛄,𦛄,413452253434,12
A:ucxb--:0266c5:𦛅,𦛅,253434445531,12
A:ucxb--:0266c6:𦛆,𦛆,525341253434,12
A:ucxb--:0266c7:𦛇,𦛇,415134253434,12
A:ucxb--:0266c8:𦛈,𦛈,3511251153,10
A:ucxb--:0266c9:𦛉,𦛉,3511251252,10
A:ucxb--:0266ca:𦛊,𦛊,3511132521,10
A:ucxb--:0266cb:𦛋,𦛋,3511121251,10
A:ucxb--:0266cc:𦛌,𦛌,3511511112,10
A:ucxb--:0266cd:𦛍,𦛍,3511125211,10
A:ucxb--:0266ce:𦛎,𦛎,3511252252,10
A:ucxb--:0266ce:𦛎,𦛎,3541252252,10
A:ucxb--:0266cf:𦛏,𦛏,3511134121,10
A:ucxb--:0266cf:𦛏,𦛏,3541134121,10
A:ucxb--:0266d0:𦛐,𦛐,3511335215,10
A:ucxb--:0266d0:𦛐,𦛐,3541335215,10
A:ucxb--:0266d1:𦛑,𦛑,3511515211,10
A:ucxb--:0266d2:𦛒,𦛒,3511132511,10
A:ucxb--:0266d2:𦛒,𦛒,3541132511,10
A:ucxb--:0266d3:𦛓,𦛓,3511321511,10
A:ucxb--:0266d3:𦛓,𦛓,35413211511,11
A:ucxb--:0266d4:𦛔,𦛔,35113152134,11
A:ucxb--:0266d4:𦛔,𦛔,35413152134,11
A:ucxb--:0266d5:𦛕,𦛕,35111215453,11
A:ucxb--:0266d5:𦛕,𦛕,35411215453,11
A:ucxb--:0266d6:𦛖,𦛖,35111221115,11
A:ucxb--:0266d6:𦛖,𦛖,35411221115,11
A:ucxb--:0266d7:𦛗,𦛗,3511251251,10
A:ucxb--:0266d7:𦛗,𦛗,35412513251,11
A:ucxb--:0266d8:𦛘,𦛘,35111213234,11
A:ucxb--:0266d8:𦛘,𦛘,35411213534,11
A:ucxb--:0266d9:𦛙,𦛙,3511135534,10
A:ucxb--:0266d9:𦛙,𦛙,3541135534,10
A:ucxb--:0266da:𦛚,𦛚,35112534251,11
A:ucxb--:0266da:𦛚,𦛚,35412534251,11
A:ucxb--:0266db:𦛛,𦛛,35114143112,11
A:ucxb--:0266db:𦛛,𦛛,35414143112,11
A:ucxb--:0266dc:𦛜,𦛜,35113445251,11
A:ucxb--:0266dc:𦛜,𦛜,35413415251,11
A:ucxb--:0266dd:𦛝,𦛝,3411234253434,13
A:ucxb--:0266de:𦛞,𦛞,35112515215,11
A:ucxb--:0266de:𦛞,𦛞,35412515215,11
A:ucxb--:0266df:𦛟,𦛟,35111251134,11
A:ucxb--:0266df:𦛟,𦛟,35411251134,11
A:ucxb--:0266e0:𦛠,𦛠,35112511121,11
A:ucxb--:0266e0:𦛠,𦛠,35412511121,11
A:ucxb--:0266e1:𦛡,𦛡,35113534334,11
A:ucxb--:0266e1:𦛡,𦛡,35413534334,11
A:ucxb--:0266e2:𦛢,𦛢,35112511211,11
A:ucxb--:0266e3:𦛣,𦛣,35111212134,11
A:ucxb--:0266e3:𦛣,𦛣,35411212134,11
A:ucxb--:0266e4:𦛤,𦛤,35113251134,11
A:ucxb--:0266e4:𦛤,𦛤,35413251134,11
A:ucxb--:0266e5:𦛥,𦛥,35114341112,11
A:ucxb--:0266e5:𦛥,𦛥,35413441112,11
A:ucxb--:0266e6:𦛦,𦛦,35113533533,11
A:ucxb--:0266e6:𦛦,𦛦,35413533533,11
A:ucxb--:0266e7:𦛧,𦛧,35113544334,11
A:ucxb--:0266e7:𦛧,𦛧,35413544334,11
A:ucxb--:0266e8:𦛨,𦛨,35111224553,11
A:ucxb--:0266e9:𦛩,𦛩,35113121251,11
A:ucxb--:0266e9:𦛩,𦛩,35413121251,11
A:ucxb--:0266ea:𦛪,𦛪,35113113452,11
A:ucxb--:0266ea:𦛪,𦛪,35413113452,11
A:ucxb--:0266eb:𦛫,𦛫,53525413541,11
A:ucxb--:0266ec:𦛬,𦛬,53554543541,11
A:ucxb--:0266ed:𦛭,𦛭,35112511252,11
A:ucxb--:0266ed:𦛭,𦛭,35412511252,11
A:ucxb--:0266ee:𦛮,𦛮,35113251135,11
A:ucxb--:0266ee:𦛮,𦛮,35413251135,11
A:ucxb--:0266ef:𦛯,𦛯,13251542511,11
A:ucxb--:0266f0:𦛰,𦛰,3511315454,10
A:ucxb--:0266f1:𦛱,𦛱,35113434251,11
A:ucxb--:0266f2:𦛲,𦛲,35113535112,11
A:ucxb--:0266f3:𦛳,𦛳,35113552252,11
A:ucxb--:0266f3:𦛳,𦛳,35413552252,11
A:ucxb--:0266f4:𦛴,𦛴,35113552523,11
A:ucxb--:0266f4:𦛴,𦛴,35413552523,11
A:ucxb--:0266f5:𦛵,𦛵,35115354251,11
A:ucxb--:0266f6:𦛶,𦛶,2534341215452,13
A:ucxb--:0266f7:𦛷,𦛷,2534343344124,13
A:ucxb--:0266f7:𦛷,𦛷,2534343443124,13
A:ucxb--:0266f8:𦛸,𦛸,35115425112,11
A:ucxb--:0266f9:𦛹,𦛹,1121253434534,13
A:ucxb--:0266fa:𦛺,𦛺,35112515322,11
A:ucxb--:0266fb:𦛻,𦛻,35111234124,11
A:ucxb--:0266fc:𦛼,𦛼,35113212134,11
A:ucxb--:0266fd:𦛽,𦛽,35112513445,11
A:ucxb--:0266fe:𦛾,𦛾,35114425211,11
A:ucxb--:0266ff:𦛿,𦛿,3511122415,10
A:ucxb--:026700:𦜀,𦜀,35112511344,11
A:ucxb--:026701:𦜁,𦜁,2534343541112,13
A:ucxb--:026702:𦜂,𦜂,35113542511,11
A:ucxb--:026702:𦜂,𦜂,35413543541,11
A:ucxb--:026703:𦜃,𦜃,35112511134,11
A:ucxb--:026703:𦜃,𦜃,35412511134,11
A:ucxb--:026704:𦜄,𦜄,35112511354,11
A:ucxb--:026704:𦜄,𦜄,35412511354,11
A:ucxb--:026705:𦜅,𦜅,3511111352,10
A:ucxb--:026706:𦜆,𦜆,351152413452,12
A:ucxb--:026706:𦜆,𦜆,354152413452,12
A:ucxb--:026707:𦜇,𦜇,351151352252,12
A:ucxb--:026707:𦜇,𦜇,354151352252,12
A:ucxb--:026708:𦜈,𦜈,351141541234,12
A:ucxb--:026708:𦜈,𦜈,354141541234,12
A:ucxb--:026709:𦜉,𦜉,35112511212,11
A:ucxb--:026709:𦜉,𦜉,351125121212,12
A:ucxb--:02670a:𦜊,𦜊,351145341234,12
A:ucxb--:02670a:𦜊,𦜊,354145351234,12
A:ucxb--:02670b:𦜋,𦜋,351131125222,12
A:ucxb--:02670b:𦜋,𦜋,354131125222,12
A:ucxb--:02670c:𦜌,𦜌,351112512554,12
A:ucxb--:02670c:𦜌,𦜌,354112512554,12
A:ucxb--:02670d:𦜍,𦜍,351141533134,12
A:ucxb--:02670d:𦜍,𦜍,354141533134,12
A:ucxb--:02670e:𦜎,𦜎,351152111534,12
A:ucxb--:02670e:𦜎,𦜎,354152111534,12
A:ucxb--:02670f:𦜏,𦜏,351145131344,12
A:ucxb--:02670f:𦜏,𦜏,354135131344,12
A:ucxb--:026710:𦜐,𦜐,351144525151,12
A:ucxb--:026710:𦜐,𦜐,354144525151,12
A:ucxb--:026711:𦜑,𦜑,35133134253434,14
A:ucxb--:026711:𦜑,𦜑,45133134253434,14
A:ucxb--:026712:𦜒,𦜒,351114334354,12
A:ucxb--:026712:𦜒,𦜒,354114334354,12
A:ucxb--:026713:𦜓,𦜓,351133123534,12
A:ucxb--:026713:𦜓,𦜓,354133123534,12
A:ucxb--:026714:𦜔,𦜔,3511121431234,13
A:ucxb--:026714:𦜔,𦜔,3541121431234,13
A:ucxb--:026715:𦜕,𦜕,351152534155,12
A:ucxb--:026715:𦜕,𦜕,354152534155,12
A:ucxb--:026716:𦜖,𦜖,351112155121,12
A:ucxb--:026716:𦜖,𦜖,354112155121,12
A:ucxb--:026717:𦜗,𦜗,311252222511,12
A:ucxb--:026717:𦜗,𦜗,311252223541,12
A:ucxb--:026718:𦜘,𦜘,351134435215,12
A:ucxb--:026718:𦜘,𦜘,354134435215,12
A:ucxb--:026719:𦜙,𦜙,351131214544,12
A:ucxb--:026719:𦜙,𦜙,354111214544,12
A:ucxb--:02671a:𦜚,𦜚,125454542511,12
A:ucxb--:02671a:𦜚,𦜚,125454543541,12
A:ucxb--:02671b:𦜛,𦜛,351145133535,12
A:ucxb--:02671b:𦜛,𦜛,354135133535,12
A:ucxb--:02671c:𦜜,𦜜,12512554253434,14
A:ucxb--:02671d:𦜝,𦜝,351141343112,12
A:ucxb--:02671d:𦜝,𦜝,351141343211,12
A:ucxb--:02671e:𦜞,𦜞,351134122134,12
A:ucxb--:02671f:𦜟,𦜟,351141324251,12
A:ucxb--:02671f:𦜟,𦜟,354141324251,12
A:ucxb--:026720:𦜠,𦜠,351125121132,12
A:ucxb--:026720:𦜠,𦜠,354125121132,12
A:ucxb--:026721:𦜡,𦜡,351135444334,12
A:ucxb--:026721:𦜡,𦜡,354135444334,12
A:ucxb--:026722:𦜢,𦜢,351141342511,12
A:ucxb--:026722:𦜢,𦜢,354141343511,12
A:ucxb--:026723:𦜣,𦜣,351112134121,12
A:ucxb--:026723:𦜣,𦜣,354112135121,12
A:ucxb--:026724:𦜤,𦜤,351113112511,12
A:ucxb--:026724:𦜤,𦜤,354113113511,12
A:ucxb--:026725:𦜥,𦜥,351125234454,12
A:ucxb--:026725:𦜥,𦜥,354125234154,12
A:ucxb--:026726:𦜦,𦜦,351125124544,12
A:ucxb--:026726:𦜦,𦜦,354125124544,12
A:ucxb--:026727:𦜧,𦜧,351125215215,12
A:ucxb--:026727:𦜧,𦜧,354125215215,12
A:ucxb--:026728:𦜨,𦜨,351121212511,12
A:ucxb--:026728:𦜨,𦜨,354121213541,12
A:ucxb--:026729:𦜩,𦜩,351135334544,12
A:ucxb--:026729:𦜩,𦜩,354135334544,12
A:ucxb--:02672a:𦜪,𦜪,351112211234,12
A:ucxb--:02672a:𦜪,𦜪,354112211234,12
A:ucxb--:02672b:𦜫,𦜫,351112211234,12
A:ucxb--:02672c:𦜬,𦜬,35111222534,11
A:ucxb--:02672c:𦜬,𦜬,354112122534,12
A:ucxb--:02672d:𦜭,𦜭,351113412132,12
A:ucxb--:02672e:𦜮,𦜮,351113443115,12
A:ucxb--:02672f:𦜯,𦜯,351115254444,12
A:ucxb--:026730:𦜰,𦜰,351121251112,12
A:ucxb--:026731:𦜱,𦜱,351134251214,12
A:ucxb--:026732:𦜲,𦜲,351134451154,12
A:ucxb--:026733:𦜳,𦜳,351135113511,12
A:ucxb--:026734:𦜴,𦜴,351135542511,12
A:ucxb--:026735:𦜵,𦜵,351135424251,12
A:ucxb--:026735:𦜵,𦜵,354135424251,12
A:ucxb--:026736:𦜶,𦜶,351111354153,12
A:ucxb--:026736:𦜶,𦜶,354141354153,12
A:ucxb--:026737:𦜷,𦜷,351144212511,12
A:ucxb--:026738:𦜸,𦜸,351144513533,12
A:ucxb--:026739:𦜹,𦜹,351321543541,12
A:ucxb--:026739:𦜹,𦜹,451321542511,12
A:ucxb--:02673a:𦜺,𦜺,351151113544,12
A:ucxb--:02673a:𦜺,𦜺,354151113344,12
A:ucxb--:02673b:𦜻,𦜻,351152115211,12
A:ucxb--:02673b:𦜻,𦜻,354152115211,12
A:ucxb--:02673c:𦜼,𦜼,351155133252,12
A:ucxb--:02673d:𦜽,𦜽,25343413425115,14
A:ucxb--:02673e:𦜾,𦜾,31125222253434,14
A:ucxb--:02673f:𦜿,𦜿,25343435321511,14
A:ucxb--:026740:𦝀,𦝀,351113411234,12
A:ucxb--:026741:𦝁,𦝁,351112211134,12
A:ucxb--:026741:𦝁,𦝁,354112211134,12
A:ucxb--:026742:𦝂,𦝂,351132511354,12
A:ucxb--:026743:𦝃,𦝃,351112341234,12
A:ucxb--:026744:𦝄,𦝄,351112134354,12
A:ucxb--:026745:𦝅,𦝅,351134534544,12
A:ucxb--:026746:𦝆,𦝆,351152131234,12
A:ucxb--:026747:𦝇,𦝇,351144225111,12
A:ucxb--:026748:𦝈,𦝈,351125111334,12
A:ucxb--:026749:𦝉,𦝉,351141335154,12
A:ucxb--:02674a:𦝊,𦝊,35111525454,11
A:ucxb--:02674b:𦝋,𦝋,351151122511,12
A:ucxb--:02674c:𦝌,𦝌,351144112154,12
A:ucxb--:02674d:𦝍,𦝍,52131234253434,14
A:ucxb--:02674e:𦝎,𦝎,44112154253434,14
A:ucxb--:02674f:𦝏,𦝏,351112512154,12
A:ucxb--:02674f:𦝏,𦝏,354112512154,12
A:ucxb--:026750:𦝐,𦝐,351113435352,12
A:ucxb--:026750:𦝐,𦝐,354113435352,12
A:ucxb--:026751:𦝑,𦝑,351141542511,12
A:ucxb--:026751:𦝑,𦝑,354141543541,12
A:ucxb--:026752:𦝒,𦝒,351112211154,12
A:ucxb--:026752:𦝒,𦝒,354112211154,12
A:ucxb--:026753:𦝓,𦝓,351125431234,12
A:ucxb--:026753:𦝓,𦝓,354125431234,12
A:ucxb--:026754:𦝔,𦝔,351131134251,12
A:ucxb--:026754:𦝔,𦝔,354131134251,12
A:ucxb--:026755:𦝕,𦝕,542511251251,12
A:ucxb--:026755:𦝕,𦝕,543541251251,12
A:ucxb--:026756:𦝖,𦝖,351125152511,12
A:ucxb--:026756:𦝖,𦝖,354125152511,12
A:ucxb--:026757:𦝗,𦝗,35115232124,11
A:ucxb--:026757:𦝗,𦝗,35415232124,11
A:ucxb--:026758:𦝘,𦝘,25343434113455,14
A:ucxb--:026758:𦝘,𦝘,25343443113455,14
A:ucxb--:026759:𦝙,𦝙,12212511253434,14
A:ucxb--:02675a:𦝚,𦝚,3511535425221,13
A:ucxb--:02675a:𦝚,𦝚,3541535425221,13
A:ucxb--:02675b:𦝛,𦝛,3511521251152,13
A:ucxb--:02675b:𦝛,𦝛,3541521251152,13
A:ucxb--:02675c:𦝜,𦝜,3511111253134,13
A:ucxb--:02675c:𦝜,𦝜,3541111253134,13
A:ucxb--:02675d:𦝝,𦝝,3511352534134,13
A:ucxb--:02675d:𦝝,𦝝,3541352534134,13
A:ucxb--:02675e:𦝞,𦝞,3511412514512,13
A:ucxb--:02675e:𦝞,𦝞,3541412514512,13
A:ucxb--:02675f:𦝟,𦝟,3511132511211,13
A:ucxb--:02675f:𦝟,𦝟,3541132511211,13
A:ucxb--:026760:𦝠,𦝠,4152513511354,13
A:ucxb--:026760:𦝠,𦝠,4152513541354,13
A:ucxb--:026761:𦝡,𦝡,3511341251132,13
A:ucxb--:026761:𦝡,𦝡,3541341251132,13
A:ucxb--:026762:𦝢,𦝢,3511543341134,13
A:ucxb--:026762:𦝢,𦝢,3541543341134,13
A:ucxb--:026763:𦝣,𦝣,3511445354251,13
A:ucxb--:026763:𦝣,𦝣,3541445354251,13
A:ucxb--:026764:𦝤,𦝤,351143122431,12
A:ucxb--:026764:𦝤,𦝤,354143122431,12
A:ucxb--:026765:𦝥,𦝥,3511312321511,13
A:ucxb--:026765:𦝥,𦝥,3541112321511,13
A:ucxb--:026766:𦝦,𦝦,3511131212511,13
A:ucxb--:026766:𦝦,𦝦,3541131213541,13
A:ucxb--:026767:𦝧,𦝧,3511122111345,13
A:ucxb--:026767:𦝧,𦝧,3541122111355,13
A:ucxb--:026768:𦝨,𦝨,3511153532511,13
A:ucxb--:026768:𦝨,𦝨,3541151532511,13
A:ucxb--:026769:𦝩,𦝩,3511251212511,13
A:ucxb--:026769:𦝩,𦝩,3541251213541,13
A:ucxb--:02676a:𦝪,𦝪,3511125221121,13
A:ucxb--:02676a:𦝪,𦝪,3541125351121,13
A:ucxb--:02676b:𦝫,𦝫,1252215312511,13
A:ucxb--:02676b:𦝫,𦝫,1252215313541,13
A:ucxb--:02676c:𦝬,𦝬,3511445341344,13
A:ucxb--:02676c:𦝬,𦝬,3541445351344,13
A:ucxb--:02676d:𦝭,𦝭,3251512522511,13
